order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior
17623,160409,prior,4,3,9,5
17624,62710,prior,1,1,18,NULL
17625,130914,prior,45,1,15,13
17626,95624,prior,5,1,14,14
17627,150684,prior,4,6,21,30
17628,119146,prior,20,1,14,0
17629,127870,prior,2,2,16,7
17630,13701,prior,48,6,11,3
17631,191853,prior,9,3,19,2
17632,180895,prior,1,1,19,NULL
17633,5473,prior,4,0,17,5
17634,48897,prior,2,0,14,3
17635,53545,prior,6,1,12,22
17636,156521,prior,2,4,19,6
17637,108579,train,4,1,16,14
17638,57130,prior,85,0,9,1
17639,203540,prior,5,3,10,5
17640,173520,prior,7,3,11,3
17641,52048,prior,2,5,11,4
17642,43643,prior,7,2,16,18
17643,98464,prior,1,1,13,NULL
17644,8089,prior,11,6,15,2
17645,189089,prior,8,0,17,30
17646,191283,prior,3,2,21,19
17647,166255,prior,13,3,18,5
17648,64771,prior,9,6,14,15
17649,126921,prior,2,0,17,30
17650,102019,prior,8,2,13,6
17651,143283,prior,6,1,19,30
17652,11547,prior,35,2,6,5
17653,174649,prior,2,3,18,30
17654,112609,prior,39,6,12,7
17655,82356,prior,57,1,12,6
17656,101579,prior,16,6,14,5
17657,114563,prior,19,5,21,7
17658,145213,prior,31,4,17,4
17659,39357,prior,4,2,15,4
17660,164360,prior,10,2,0,27
17661,96716,prior,18,5,18,6
17662,91604,prior,8,2,0,10
17663,198709,prior,71,2,19,3
17664,6956,prior,36,2,10,5
17665,104773,prior,14,4,18,15
17666,58566,prior,18,2,10,7
17667,103372,prior,13,6,15,8
17668,103771,prior,7,5,12,8
17669,126126,prior,16,3,18,12
17670,167367,prior,16,4,10,3
17671,56604,prior,31,6,10,4
17672,103120,prior,23,6,13,5
17673,93068,prior,52,5,13,7
17674,183670,prior,1,3,10,NULL
17675,127676,prior,5,0,11,6
17676,149529,prior,10,5,14,11
17677,108047,prior,49,5,14,4
17678,4597,prior,14,5,19,30
17679,82498,prior,9,5,9,26
17680,119377,prior,4,6,9,6
17681,146306,prior,25,0,16,6
17682,170404,prior,13,1,13,7
17683,177724,train,30,5,21,0
17684,183780,prior,10,6,16,3
17685,126998,prior,12,1,7,10
17686,110390,prior,12,6,12,19
17687,69905,prior,3,5,8,3
17688,174407,prior,2,6,16,5
17689,53792,prior,16,2,9,15
17690,82715,prior,26,2,19,6
17691,73667,prior,16,4,10,3
17692,60839,prior,12,1,10,5
17693,39324,prior,3,6,16,30
17694,151606,prior,20,1,15,3
17695,149069,prior,1,1,15,NULL
17696,8421,prior,5,6,11,30
17697,165094,prior,15,5,16,6
17698,27754,prior,13,5,10,15
17699,112937,prior,13,5,16,7
17700,108389,prior,15,5,7,6
17701,70964,prior,12,1,10,1
17702,86271,prior,11,4,19,14
17703,110263,prior,5,3,18,7
17704,26615,prior,6,0,11,8
17705,69387,prior,19,2,23,6
17706,186597,prior,1,1,13,NULL
17707,20498,prior,24,1,23,7
17708,133348,prior,2,6,16,14
17709,65204,train,7,1,9,30
17710,568,prior,9,6,21,12
17711,179488,prior,12,1,15,2
17712,183569,prior,12,4,9,10
17713,21555,train,5,2,21,13
17714,635,prior,6,5,12,10
17715,184200,prior,12,2,10,10
17716,76707,prior,4,2,9,18
17717,188031,prior,1,1,20,NULL
17718,62830,prior,2,3,19,30
17719,29928,prior,26,3,7,3
17720,105739,prior,48,0,11,1
17721,61495,prior,40,1,18,2
17722,204317,prior,1,0,8,NULL
17723,83833,prior,12,6,23,0
17724,202373,prior,5,1,21,7
17725,61100,prior,2,3,21,30
17726,91771,prior,81,0,9,4
17727,190870,prior,6,0,12,2
17728,4703,prior,17,0,10,4
17729,83915,prior,11,5,16,8
17730,48321,prior,7,3,12,6
17731,140299,prior,4,2,8,8
17732,51443,prior,17,0,14,30
17733,182009,prior,1,0,15,NULL
17734,185999,prior,3,0,10,23
17735,55670,prior,8,1,19,11
17736,163314,prior,5,6,10,30
17737,115457,prior,6,1,9,3
17738,198363,prior,24,5,18,12
17739,142576,prior,4,2,13,30
17740,172522,prior,6,6,17,30
17741,18191,train,98,0,17,4
17742,56472,prior,7,6,0,18
17743,175344,prior,3,2,13,21
17744,147018,prior,4,6,20,6
17745,34000,prior,3,2,13,2
17746,197022,prior,26,2,14,4
17747,134907,prior,25,4,8,11
17748,151995,prior,3,2,16,16
17749,123035,prior,1,0,12,NULL
17750,161663,prior,38,2,8,11
17751,2590,test,18,1,10,18
17752,74568,train,12,6,18,21
17753,110608,prior,13,2,10,19
17754,27896,prior,6,3,18,5
17755,174464,prior,3,5,15,30
17756,121943,prior,32,1,8,4
17757,79520,prior,99,0,16,0
17758,145385,prior,21,2,15,0
17759,42467,prior,3,1,11,2
17760,81952,prior,22,1,13,23
17761,170591,prior,28,5,11,3
17762,179294,prior,1,0,8,NULL
17763,83415,prior,16,1,9,4
17764,3562,prior,7,3,17,22
17765,29995,prior,9,0,8,5
17766,194567,prior,98,1,8,5
17767,28056,prior,7,3,11,8
17768,88109,prior,21,1,23,16
17769,132099,prior,24,5,17,12
17770,80369,prior,15,4,10,3
17771,72201,prior,7,1,15,23
17772,1683,prior,79,3,8,3
17773,16408,prior,6,0,14,15
17774,62654,prior,8,6,13,5
17775,191106,prior,35,0,16,7
17776,49271,prior,7,6,11,3
17777,132888,prior,3,6,13,30
17778,7608,prior,2,2,8,1
17779,11576,train,42,1,15,7
17780,26428,prior,10,0,18,7
17781,70112,test,6,5,14,30
17782,99917,prior,3,4,11,0
17783,4966,prior,11,6,19,6
17784,7151,prior,38,5,17,20
17785,105539,prior,16,1,13,10
17786,35219,prior,1,2,9,NULL
17787,105375,prior,53,0,19,4
17788,51760,prior,22,3,8,4
17789,54543,prior,56,0,20,2
17790,62443,prior,4,5,9,2
17791,100835,prior,8,0,9,8
17792,183036,prior,36,0,13,2
17793,154412,prior,19,6,10,13
17794,118034,prior,37,4,13,1
17795,90639,test,11,0,9,30
17796,106485,prior,27,2,12,7
17797,116829,prior,1,2,8,NULL
17798,103671,prior,51,5,12,5
17799,36882,prior,2,3,14,8
17800,1976,prior,9,3,18,4
17801,96048,prior,36,3,18,2
17802,123601,prior,13,6,17,0
17803,20563,prior,13,3,9,14
17804,152058,prior,4,1,13,9
17805,75079,prior,3,4,12,7
17806,6163,prior,16,1,17,10
17807,186568,prior,1,6,11,NULL
17808,170007,prior,48,3,13,2
17809,166346,prior,9,5,12,8
17810,97917,prior,13,2,17,30
17811,31156,prior,45,3,15,3
17812,107355,test,15,4,13,17
17813,48023,prior,61,5,9,0
17814,114695,prior,5,5,7,4
17815,165075,prior,23,1,0,13
17816,81183,prior,30,4,11,6
17817,100865,prior,8,5,9,7
17818,35689,prior,43,0,16,5
17819,138900,prior,28,3,9,6
17820,181476,prior,11,4,9,10
17821,187445,prior,16,0,17,7
17822,36585,prior,19,2,23,4
17823,2462,prior,23,4,15,9
17824,170821,prior,33,3,21,9
17825,26559,prior,17,1,17,20
17826,37818,prior,16,0,16,8
17827,197029,prior,12,4,9,23
17828,120055,prior,11,1,10,6
17829,156377,train,17,1,13,15
17830,69671,prior,67,4,1,6
17831,150028,prior,16,1,16,9
17832,95684,prior,6,4,12,1
17833,124144,prior,42,3,10,7
17834,106086,prior,50,3,17,1
17835,51780,prior,2,3,16,1
17836,46320,prior,47,6,15,1
17837,182642,prior,84,2,3,2
17838,25870,prior,26,0,16,7
17839,94695,prior,6,0,13,7
17840,89274,prior,3,2,10,23
17841,7917,prior,8,0,12,5
17842,32126,prior,7,5,16,5
17843,145724,prior,15,2,6,10
17844,1240,prior,19,6,15,7
17845,101040,prior,1,1,11,NULL
17846,193919,prior,22,6,13,3
17847,101903,prior,6,0,13,13
17848,193980,prior,29,5,1,8
17849,179598,prior,34,2,16,3
17850,190953,prior,4,3,10,8
17851,96117,prior,5,2,13,7
17852,169586,prior,92,1,11,0
17853,139353,train,6,2,13,21
17854,40783,prior,17,6,9,7
17855,165654,prior,5,3,16,10
17856,189632,prior,7,3,15,30
17857,147672,prior,17,0,19,2
17858,200634,prior,6,0,11,7
17859,202002,prior,21,2,8,9
17860,118612,prior,3,5,8,4
17861,175112,prior,8,5,13,7
17862,15899,prior,11,5,14,15
17863,55198,prior,8,4,20,2
17864,59036,prior,7,0,11,5
17865,205102,prior,2,6,14,30
17866,28492,prior,4,5,11,13
17867,82615,prior,1,0,19,NULL
17868,143356,prior,4,3,22,14
17869,193453,prior,7,2,7,30
17870,30849,prior,6,1,15,3
17871,104903,prior,2,4,18,21
17872,148345,prior,32,1,13,4
17873,46097,prior,24,5,15,14
17874,9077,prior,1,4,16,NULL
17875,205151,prior,3,6,15,4
17876,125424,prior,62,4,13,3
17877,79232,prior,45,6,11,3
17878,139974,prior,5,1,10,5
17879,85045,prior,3,0,20,14
17880,109673,prior,7,0,16,3
17881,189274,prior,36,1,18,5
17882,116564,prior,38,0,11,6
17883,92715,prior,1,1,15,NULL
17884,60951,prior,9,2,14,5
17885,88370,prior,2,0,12,30
17886,2947,prior,9,5,16,30
17887,176622,prior,26,2,14,18
17888,67461,prior,46,6,13,4
17889,33025,test,47,3,14,15
17890,183354,prior,2,6,21,5
17891,121569,prior,12,0,23,30
17892,83382,prior,14,0,14,30
17893,176896,prior,20,1,11,2
17894,125662,prior,12,5,10,7
17895,163244,prior,20,2,19,17
17896,99125,prior,52,4,14,10
17897,14936,prior,2,1,20,6
17898,2539,prior,12,3,8,9
17899,28102,prior,17,0,22,2
17900,48519,prior,12,1,17,8
17901,145514,prior,2,6,14,30
17902,106305,prior,47,1,18,4
17903,137760,prior,14,4,9,6
17904,8417,prior,48,0,17,5
17905,7149,prior,3,6,17,10
17906,533,train,5,2,14,30
17907,184251,prior,28,2,21,2
17908,7625,prior,2,6,10,30
17909,42377,prior,14,1,10,8
17910,116030,prior,25,3,8,2
17911,8875,prior,1,5,15,NULL
17912,38255,train,4,6,19,6
17913,66672,prior,9,6,19,7
17914,51126,prior,34,5,12,7
17915,36346,prior,31,6,14,3
17916,97998,prior,15,0,19,7
17917,58384,prior,5,4,5,18
17918,187558,prior,25,3,11,2
17919,139235,prior,14,6,11,6
17920,117463,prior,7,1,9,6
17921,41756,prior,2,0,6,30
17922,72327,prior,17,3,23,10
17923,87348,prior,55,2,18,5
17924,90027,prior,12,4,14,2
17925,142452,prior,26,1,13,3
17926,83069,prior,15,6,16,6
17927,109697,prior,16,2,9,13
17928,173692,prior,10,1,17,30
17929,172955,prior,40,5,14,2
17930,105357,prior,29,0,12,7
17931,108321,prior,4,2,14,20
17932,174207,prior,37,0,10,20
17933,59768,prior,3,4,15,14
17934,108717,prior,6,3,11,30
17935,101559,prior,22,1,10,5
17936,10171,prior,6,4,8,15
17937,131904,prior,52,5,13,5
17938,81665,prior,1,1,18,NULL
17939,29846,prior,2,0,15,14
17940,61264,prior,31,2,14,11
17941,140576,train,13,6,16,5
17942,200154,prior,40,0,17,14
17943,37495,prior,1,3,20,NULL
17944,158091,prior,31,0,15,6
17945,137394,prior,10,6,14,7
17946,164020,prior,3,0,11,2
17947,100514,prior,13,1,9,3
17948,25925,prior,16,6,22,0
17949,151570,prior,14,5,8,4
17950,4436,prior,6,2,10,5
17951,17253,prior,9,2,10,7
17952,52961,prior,6,1,14,5
17953,69469,prior,11,1,11,10
17954,176039,prior,10,5,4,30
17955,157026,prior,55,4,7,5
17956,158972,prior,58,1,17,2
17957,179895,prior,1,5,14,NULL
17958,66646,prior,6,4,19,9
17959,22133,prior,32,1,18,4
17960,36740,prior,18,2,21,1
17961,192816,prior,21,6,20,3
17962,16583,prior,22,6,18,6
17963,194573,prior,39,4,14,5
17964,196344,prior,30,4,13,8
17965,136645,prior,18,3,23,12
17966,120296,prior,58,0,10,11
17967,138983,prior,3,0,13,5
17968,172673,prior,6,0,17,14
17969,126478,prior,1,1,15,NULL
17970,97318,prior,4,1,10,6
17971,98956,prior,1,2,15,NULL
17972,26022,prior,25,5,10,5
17973,60726,train,12,3,9,7
17974,128665,prior,25,1,9,10
17975,170023,prior,12,6,11,30
17976,125274,prior,7,1,9,11
17977,83437,prior,16,0,14,30
17978,48862,prior,11,1,9,7
17979,193480,prior,1,1,12,NULL
17980,110722,prior,32,3,11,4
17981,75124,prior,81,3,9,1
17982,120956,train,18,0,14,12
17983,174652,prior,9,5,7,24
17984,61293,prior,5,3,16,8
17985,194495,prior,45,3,7,2
17986,153317,train,16,1,11,30
17987,171512,prior,29,5,9,2
17988,85805,prior,26,1,17,11
17989,46404,prior,24,1,17,8
17990,146356,prior,7,2,11,8
17991,76373,prior,4,6,18,7
17992,107254,prior,18,0,20,13
17993,38574,prior,13,6,13,7
17994,71919,prior,52,5,21,3
17995,62148,prior,1,3,13,NULL
17996,51122,prior,7,6,11,5
17997,151124,prior,33,0,16,6
17998,186558,prior,2,5,15,29
17999,199885,prior,23,6,21,4
18000,180624,prior,4,1,20,14
18001,162151,prior,38,0,12,1
18002,156876,prior,10,1,22,19
18003,84397,prior,21,3,18,3
18004,82350,prior,4,6,21,0
18005,150252,prior,3,2,17,20
18006,185041,prior,4,0,8,12
18007,11685,prior,11,1,9,15
18008,120572,prior,12,0,21,6
18009,32803,prior,2,0,15,14
18010,154915,prior,19,0,8,30
18011,118470,prior,11,0,8,3
18012,187059,prior,5,1,20,12
18013,60749,prior,27,0,18,8
18014,22904,prior,8,6,12,6
18015,175831,prior,7,3,16,30
18016,116609,prior,4,2,17,7
18017,28773,prior,51,4,16,1
18018,140311,prior,15,3,10,30
18019,35763,prior,4,5,7,30
18020,135836,train,18,1,10,1
18021,3257,prior,17,5,15,7
18022,115162,prior,35,1,18,0
18023,65289,prior,45,6,12,14
18024,194507,prior,3,4,14,8
18025,199664,prior,14,4,10,3
18026,97569,prior,6,0,11,9
18027,47077,prior,72,1,12,4
18028,198065,prior,7,2,13,2
18029,122780,prior,9,0,8,4
18030,158490,prior,7,0,18,17
18031,88990,prior,15,3,12,1
18032,14459,prior,10,0,9,4
18033,12016,prior,18,2,9,12
18034,95982,prior,1,4,20,NULL
18035,132710,prior,32,2,8,5
18036,163535,prior,1,6,11,NULL
18037,40405,prior,25,1,9,7
18038,74366,prior,31,3,23,0
18039,30737,prior,61,4,14,4
18040,20924,prior,11,5,13,5
18041,118203,prior,12,2,8,9
18042,193164,prior,61,4,11,0
18043,39779,prior,5,5,17,30
18044,70464,prior,1,1,11,NULL
18045,75279,prior,1,6,11,NULL
18046,31990,prior,3,2,11,30
18047,84984,prior,22,5,10,13
18048,137517,prior,8,2,18,3
18049,2917,prior,15,2,0,10
18050,146737,prior,46,1,13,7
18051,71755,prior,38,0,11,7
18052,89686,prior,50,4,16,5
18053,25396,prior,4,4,16,22
18054,32165,prior,27,3,19,0
18055,59585,prior,34,4,8,20
18056,106717,prior,28,5,20,6
18057,70156,prior,3,0,6,7
18058,47936,prior,31,5,17,3
18059,174819,prior,22,6,15,5
18060,204944,prior,15,0,13,10
18061,133575,prior,16,5,20,8
18062,81856,prior,17,2,6,1
18063,88933,prior,4,4,12,30
18064,13286,train,12,0,1,30
18065,74538,prior,25,5,9,12
18066,20726,prior,10,1,12,5
18067,191755,prior,25,3,15,0
18068,104853,prior,34,0,14,10
18069,50645,prior,4,0,0,5
18070,143135,prior,8,5,9,2
18071,197085,prior,48,2,11,6
18072,117026,prior,10,1,19,30
18073,56815,prior,11,1,12,15
18074,132240,prior,17,6,8,11
18075,147095,prior,1,5,10,NULL
18076,155811,prior,25,1,14,13
18077,13006,test,4,5,19,14
18078,200619,prior,4,6,22,30
18079,44202,train,29,0,19,5
18080,107820,prior,41,3,14,3
18081,29163,prior,8,2,17,3
18082,122333,prior,3,2,8,5
18083,193008,prior,18,4,18,5
18084,46257,prior,27,4,16,10
18085,110442,prior,61,2,16,1
18086,170221,train,5,0,17,5
18087,198597,prior,40,0,18,11
18088,25409,prior,40,5,11,7
18089,102892,prior,1,2,18,NULL
18090,52605,prior,19,5,14,3
18091,204681,prior,45,5,11,4
18092,91533,prior,4,0,13,4
18093,104821,prior,6,0,8,2
18094,72461,prior,41,5,12,1
18095,19010,prior,34,0,15,13
18096,79864,prior,4,0,15,8
18097,55102,prior,4,1,10,8
18098,71000,prior,5,3,9,4
18099,179764,train,11,5,15,28
18100,11116,prior,15,2,10,30
18101,2299,prior,2,6,14,30
18102,2103,prior,9,2,19,21
18103,116983,prior,18,2,22,7
18104,198434,prior,18,3,17,7
18105,98952,prior,10,6,10,14
18106,61566,prior,15,2,9,28
18107,172801,prior,19,2,23,6
18108,71834,prior,77,1,15,5
18109,65777,prior,10,5,8,1
18110,33467,prior,4,2,12,17
18111,141525,prior,31,4,11,3
18112,163460,prior,8,1,18,30
18113,1276,test,10,0,11,14
18114,8794,prior,6,5,15,1
18115,106527,prior,12,3,16,8
18116,150507,prior,2,6,10,16
18117,188792,prior,5,6,18,3
18118,168831,prior,19,3,15,21
18119,75135,prior,1,5,7,NULL
18120,129029,prior,19,3,16,8
18121,98176,prior,9,6,11,30
18122,107430,prior,23,3,11,6
18123,126256,prior,8,2,0,16
18124,24622,prior,1,3,16,NULL
18125,14817,prior,1,5,15,NULL
18126,146392,prior,7,6,8,7
18127,159211,prior,19,5,11,0
18128,94339,prior,32,2,21,6
18129,104463,prior,21,5,17,2
18130,182042,prior,3,2,18,30
18131,162488,prior,15,0,12,7
18132,112298,prior,9,0,16,30
18133,58862,prior,7,4,15,30
18134,148290,prior,9,4,19,7
18135,163438,prior,3,3,16,30
18136,179968,prior,14,2,13,7
18137,125199,prior,7,2,18,7
18138,47194,prior,28,4,19,3
18139,151735,prior,17,1,13,1
18140,45640,prior,3,0,10,2
18141,97102,prior,2,4,14,30
18142,21789,prior,6,0,14,14
18143,72627,prior,6,5,14,13
18144,171615,prior,14,2,18,4
18145,118189,test,4,2,4,27
18146,43357,test,18,2,19,16
18147,190205,prior,47,2,18,13
18148,62802,prior,12,2,15,30
18149,81962,prior,2,2,10,25
18150,89379,prior,23,2,11,5
18151,42322,prior,80,4,16,3
18152,120268,train,24,2,11,6
18153,160926,prior,29,6,9,5
18154,134144,prior,93,0,11,3
18155,16864,prior,1,5,6,NULL
18156,24252,test,15,2,19,19
18157,135440,prior,3,4,11,5
18158,143266,prior,2,0,18,12
18159,77036,prior,4,5,19,18
18160,56840,prior,2,0,15,30
18161,123774,prior,6,2,14,2
18162,177661,train,15,0,16,30
18163,201248,prior,50,3,14,2
18164,139602,prior,18,0,8,10
18165,14027,prior,5,0,15,7
18166,119424,prior,32,2,14,26
18167,83011,prior,19,3,12,0
18168,1697,prior,19,1,20,25
18169,169506,prior,24,0,11,8
18170,155280,prior,3,1,15,11
18171,152877,prior,94,3,15,2
18172,81706,prior,9,0,15,8
18173,110647,prior,1,3,9,NULL
18174,64349,prior,18,2,8,3
18175,122913,prior,1,0,10,NULL
18176,182914,prior,30,4,16,5
18177,113392,prior,12,1,17,8
18178,5365,prior,5,1,21,6
18179,177110,prior,5,2,17,10
18180,186764,prior,14,1,12,0
18181,8657,prior,9,5,10,5
18182,101348,prior,23,1,13,13
18183,25870,prior,3,0,13,7
18184,94978,prior,5,1,9,15
18185,170722,prior,32,6,8,4
18186,193210,prior,14,1,10,6
18187,179895,prior,4,4,14,19
18188,44320,prior,12,0,14,7
18189,38653,prior,3,2,15,0
18190,136140,prior,5,0,8,30
18191,119640,prior,21,5,15,7
18192,150275,prior,16,4,13,3
18193,106654,prior,24,1,11,13
18194,32442,prior,36,1,9,7
18195,109259,prior,1,6,16,NULL
18196,31658,prior,6,0,15,3
18197,186044,prior,6,6,7,13
18198,103299,prior,54,1,14,2
18199,173029,prior,13,1,11,16
18200,124749,prior,4,6,12,7
18201,194232,prior,32,1,16,7
18202,127680,prior,12,2,15,12
18203,80951,prior,1,6,11,NULL
18204,163848,prior,15,3,18,0
18205,73900,train,13,6,12,2
18206,159419,prior,16,5,16,12
18207,102157,train,5,4,16,30
18208,54587,prior,3,5,15,7
18209,131584,prior,4,6,8,20
18210,18607,prior,2,6,19,8
18211,18432,prior,6,4,14,13
18212,178107,prior,10,3,11,1
18213,30591,test,18,1,10,13
18214,37804,prior,3,3,19,23
18215,1164,prior,25,6,9,3
18216,1000,prior,6,6,16,7
18217,30367,prior,4,0,21,2
18218,23415,prior,36,2,13,8
18219,91469,prior,13,2,19,10
18220,16884,prior,26,1,10,25
18221,91073,test,17,0,10,10
18222,185230,prior,17,4,0,6
18223,142625,prior,9,0,19,14
18224,43082,prior,15,0,9,1
18225,31763,prior,37,2,15,20
18226,131124,prior,2,3,16,29
18227,174072,prior,12,4,19,26
18228,85968,prior,11,2,4,1
18229,198567,prior,48,1,23,6
18230,43421,prior,7,6,19,14
18231,25732,prior,23,5,12,12
18232,143889,prior,10,2,16,9
18233,117832,prior,3,6,18,30
18234,18775,prior,45,5,17,4
18235,2833,prior,9,3,15,13
18236,174451,prior,1,1,15,NULL
18237,167782,prior,12,0,17,30
18238,106084,prior,1,0,8,NULL
18239,3434,prior,5,3,12,5
18240,26553,prior,12,1,10,14
18241,196028,prior,4,3,11,18
18242,135434,prior,52,0,11,6
18243,84707,prior,2,1,11,30
18244,110802,prior,18,1,19,7
18245,6841,prior,20,6,17,13
18246,15314,prior,17,1,10,10
18247,26271,prior,4,5,13,8
18248,78852,train,5,4,12,7
18249,178460,prior,5,5,8,19
18250,145081,prior,9,3,15,10
18251,126123,prior,22,1,18,30
18252,78481,prior,30,6,9,6
18253,87842,prior,15,4,14,16
18254,175099,prior,31,5,15,2
18255,84940,prior,6,4,13,8
18256,171931,prior,3,1,13,27
18257,198854,prior,13,1,10,30
18258,44515,test,75,1,9,3
18259,1302,prior,3,5,11,30
18260,144593,prior,15,3,14,4
18261,125481,train,25,5,17,11
18262,37142,prior,43,3,16,5
18263,197842,prior,54,2,9,8
18264,158689,prior,30,2,19,4
18265,104441,prior,36,6,17,7
18266,84009,prior,3,5,18,30
18267,154563,prior,13,5,11,8
18268,868,prior,19,3,15,8
18269,23275,prior,2,3,14,12
18270,101524,prior,5,2,10,23
18271,28326,train,8,4,10,3
18272,90089,prior,18,4,17,18
18273,99760,prior,6,6,14,7
18274,48127,prior,32,5,13,6
18275,107247,prior,10,2,16,30
18276,155621,prior,7,6,16,3
18277,42736,prior,28,1,14,8
18278,110018,test,38,6,13,4
18279,86342,prior,13,0,19,7
18280,145764,prior,20,5,11,2
18281,50652,prior,42,0,11,5
18282,119400,prior,1,1,9,NULL
18283,117573,prior,38,6,23,2
18284,111987,prior,47,6,16,5
18285,73090,prior,32,0,1,4
18286,140540,prior,9,1,13,3
18287,100982,prior,76,6,11,0
18288,38525,prior,2,5,10,10
18289,63718,prior,38,4,15,0
18290,202321,prior,23,2,8,10
18291,73765,prior,21,3,18,1
18292,191054,prior,15,3,10,8
18293,33197,prior,10,0,19,6
18294,34740,test,38,0,16,7
18295,63356,prior,6,5,21,30
18296,381,prior,7,0,11,14
18297,54953,prior,3,4,10,15
18298,73231,prior,33,5,22,6
18299,141661,prior,10,6,15,24
18300,39922,prior,29,1,13,8
18301,16272,prior,11,5,8,9
18302,2375,prior,13,1,11,13
18303,139923,prior,16,0,23,14
18304,150123,prior,13,5,15,6
18305,42009,prior,9,2,15,10
18306,59562,prior,21,3,20,30
18307,163085,prior,2,1,15,6
18308,135012,prior,1,0,14,NULL
18309,151441,prior,13,3,18,7
18310,160479,prior,3,1,23,8
18311,98226,prior,1,2,13,NULL
18312,124998,train,11,0,19,23
18313,30380,prior,4,0,12,6
18314,153437,prior,18,6,18,4
18315,179304,prior,13,5,21,30
18316,142937,prior,8,6,8,15
18317,47586,prior,34,3,16,3
18318,107031,train,9,3,14,10
18319,96643,prior,21,3,12,7
18320,89960,prior,22,0,11,7
18321,39295,prior,3,2,11,30
18322,81190,prior,26,5,10,4
18323,171703,prior,6,6,11,12
18324,94401,prior,64,1,8,14
18325,33045,prior,3,3,14,2
18326,130244,prior,30,1,13,3
18327,152456,prior,9,0,8,15
18328,45779,prior,21,5,15,9
18329,96567,prior,8,4,17,30
18330,204048,prior,2,2,16,3
18331,440,prior,15,2,15,9
18332,193223,prior,23,3,11,9
18333,19943,train,7,4,11,30
18334,125010,prior,2,1,9,8
18335,172642,prior,15,0,10,7
18336,18089,prior,1,1,9,NULL
18337,62416,prior,8,3,18,0
18338,203858,prior,52,2,18,7
18339,109926,prior,1,0,7,NULL
18340,12913,prior,19,4,19,4
18341,129386,prior,3,4,11,30
18342,157346,prior,71,4,8,6
18343,199861,prior,3,2,17,8
18344,178503,prior,1,0,19,NULL
18345,20424,prior,2,1,16,10
18346,68533,prior,37,3,22,10
18347,69283,prior,41,0,15,14
18348,6688,prior,8,6,18,30
18349,202762,test,9,0,14,29
18350,125985,prior,2,1,16,25
18351,100180,prior,1,1,17,NULL
18352,94768,prior,2,3,12,2
18353,10597,prior,11,4,13,30
18354,179431,prior,4,3,19,8
18355,90198,prior,15,3,13,3
18356,148917,prior,64,1,7,2
18357,63652,prior,63,0,11,2
18358,127794,prior,2,6,9,30
18359,170918,prior,20,5,11,7
18360,194505,prior,17,2,16,8
18361,14494,prior,7,0,14,29
18362,53411,test,12,5,20,6
18363,93062,prior,59,6,21,2
18364,146618,prior,4,4,16,30
18365,162729,prior,1,1,13,NULL
18366,180793,prior,96,1,11,3
18367,185333,test,5,3,8,30
18368,118556,prior,12,6,11,5
18369,155022,prior,6,1,21,6
18370,204919,prior,25,1,11,7
18371,32321,prior,1,2,17,NULL
18372,114602,prior,41,6,12,5
18373,70794,prior,22,5,10,7
18374,131714,prior,9,0,11,7
18375,112446,prior,5,3,20,18
18376,52843,prior,25,5,16,8
18377,18491,prior,41,6,13,3
18378,94944,prior,2,5,9,9
18379,106008,prior,1,6,13,NULL
18380,29561,prior,16,4,11,8
18381,104133,train,14,6,10,30
18382,68055,prior,13,6,12,5
18383,174522,test,25,5,11,30
18384,160919,prior,18,0,17,24
18385,125242,prior,6,3,13,11
18386,192756,prior,2,5,15,30
18387,139792,prior,21,5,14,5
18388,81368,prior,4,0,12,30
18389,64624,prior,27,2,5,2
18390,61777,prior,61,1,16,1
18391,177100,prior,5,2,14,7
18392,171807,prior,97,0,0,2
18393,164752,prior,2,3,11,26
18394,135385,prior,20,1,11,6
18395,65154,prior,19,3,21,8
18396,92769,prior,13,0,16,10
18397,78900,prior,3,0,11,7
18398,162940,prior,55,3,10,3
18399,191912,prior,24,2,15,9
18400,78629,train,5,3,14,8
18401,8092,prior,9,5,14,0
18402,193963,prior,17,1,9,7
18403,42792,prior,44,1,15,7
18404,55983,prior,57,0,17,5
18405,141029,prior,5,6,10,10
18406,964,prior,93,5,15,2
18407,158202,prior,20,4,6,5
18408,101980,prior,8,2,9,30
18409,133447,prior,34,0,9,4
18410,39630,prior,2,4,16,4
18411,14091,prior,42,5,9,4
18412,172697,prior,1,2,13,NULL
18413,167298,prior,63,6,15,10
18414,89647,train,17,5,12,12
18415,78425,prior,15,2,17,0
18416,101505,prior,10,5,10,30
18417,62875,prior,12,1,17,6
18418,90357,prior,7,6,14,5
18419,120214,prior,5,3,17,28
18420,88901,prior,5,5,17,30
18421,114457,prior,33,1,13,4
18422,67154,prior,19,5,14,4
18423,42236,prior,39,2,12,7
18424,165076,prior,34,0,9,10
18425,123054,prior,3,1,19,30
18426,164055,prior,95,1,14,3
18427,171603,prior,4,1,11,30
18428,87672,prior,20,4,12,3
18429,74642,prior,68,3,9,8
18430,52339,prior,2,6,22,6
18431,42278,prior,2,3,13,30
18432,147281,prior,12,6,13,12
18433,146608,prior,2,2,9,29
18434,153455,prior,33,4,13,10
18435,102288,prior,1,0,22,NULL
18436,9950,prior,42,5,18,9
18437,196296,prior,1,1,13,NULL
18438,9841,prior,23,4,18,6
18439,118101,prior,48,5,8,10
18440,68510,prior,11,3,18,21
